歌名,歌手,語言,音圓代號,金嗓代號,弘音代號,集數,備註
今夜我敬尓,羅時豐林淑蓉,國語,,30311,,3,
今夜星光燦爛,姜育恆,國語,,30312,,3,
今夜相思雨,王芷蕾,國語,,30313,,3,
今夜留一點夂、,我甄秀珍,國語,,30314,,3,
15今晩我是尓的,鄺美雲,國語,,30315,,3,
兩地相思,西黃西田,台語,,30317,,8,
悲情伴侶,林玉峰玉如,台語,,30318,,8,
分手,江玲,國語,,30319,,2,
夢中人,羅欣,台語,,30320,,8,
戀愛李節,石喬,台語,,30321,,8,
故鄉迎鬧熱,謝雷,台語,,30322,,8,
等你牽阮走,周育嬋,台語,,30323,,8,
應該放抹記,楊小萍,台語,,30324,,8,
友誼歴久一樣,劉徳華,國語,,30325,,3,
天人水,劉德華,國語,,30326,,2,
天下有情人,周苹健齊豫,國語,,30327,,3,
天大地大,鄭少秋,國語,,30328,,2,
天大的,辜睛潔,國語,,30329,,2,
天天愛日日愁,李翊君,國語,50379,30331,,1158; 1158; 1158; 3,
天生多情,余天,國語,3723,30332,,1104; 1104; 1104; 2,
天生溫杀,彭羚,國語,,30333,,2,
天衣無縫,鄭秀文,國語,,30334,,2,
天使心,鍾漢良,國語,,30335,,2,
天空,李明德,國語,,30336,,2,
尺長地久,林子祥葉蓓文,國語,,30337,,2,
天阿,沈芳如,國語,,30338,,2,
天天涯涯我我獨獨行行,鄭吟秋,國語,,30339,,3,
夭涯海角珍重,許茹芸,國語,,30340,,3,
41天涯歌女,周璇,國語,,30341,,2,
天,劉德華,國語,,30343,,2,
44天龍八郐,,國語,,30344,,2,
太多,蔡健雅,國語,,30345,,2,
16太多太多的抱,劉德華,國語,,30346,,3,
太日挈戀愛了,南方二,國語,,30348,,3,
太太陽陽驟成成雨雨,高勝美,國語,,30349,,3,
51太難,鄭中基,國語,,30351,,2,
心只有妳,劉德華,國語,,30353,,2,
心平氣和,王馨平,國語,,30354,,2,
心甘情願,張立基,國語,,30355,,2,
心在跳,黎明,國語,,30356,,2,
心如刀割,鄭伊健,國語,,30357,,2,
心有千千結,李碧華,國語,,30358,,3,
心有靈犀,熊天平,國語,,30360,,2,
心事,李碧華,國語,,30361,,2,
心的方向,周華健,國語,,30362,,2,
心的男一邊,姜育恆,國語,,30363,,3,
心疼自己,周子寒,國語,,30365,,2,
36心動,林佳儀,國語,,30366,,2,
心情,鄭怡,國語,,30367,,2,
心理遊戲,陳曉東,國語,3369,30368,,1004; 1004; 1004; 2,
39心軟,方季惟,國語,,30369,,2,
心就要飛了,陳慧嫻,國語,,30370,,3,
心湖雨又風,高勝美,國語,,30371,,3,
心埇,陳潔儀,國語,,30372,,2,
心傷心不痛,陳曉東,國語,,30373,,3,
心懂咅亂,藍心湄,國語,,30374,,2,
心碎的冰咖啡,熊天平,國語,,30375,,3,
心碎邊喙,梁朝偉,國語,,30376,,2,
心裡有數,古巨基,國語,,30377,,2,
78心跳,陳譯賢,國語,,30378,,2,
心電感應,孟庭葦,國語,,30379,,2,
80心蝕,許茹芸,國語,,30380,,2,
心酸酸的的浪浪漫漫,那英,國語,,30381,,3,
心醉,王傑,國語,,30383,,2,
手下留情,李翊君,國語,,30386,,2,
37日以繼夜的想,孟庭葦,國語,,30387,,3,
日出,張惠妹,國語,,30388,,2,
日出愛情,周海媚,國語,,30389,,2,
日言己,古巨基,國語,,30391,,2,
月下對口,,國語,,30392,,2,
月半彎糹,張學友,國語,,30393,,2,
月先,梅鎧芳,國語,,30394,,2,
月光光,周華健,國語,,30395,,2,
)6月光的彳禱、,許茹芸,國語,,30396,,3,
)7月兒彎彎照九,,國語,,30397,,3,
)8月亮使者,彭佳慧,國語,,30398,,2,
)9月亮森林,熊天平,國語,,30399,,2,
月月桃桃花,,國語,,30401,,2,
月珡,鄭怡,國語,,30403,,2,
木內,舌巨基,國語,,30404,,2,
)5木魚與.金,劉徳華,國語,,30405,,3,
)7比昨天更愛,林柬松,國語,,30407,,3,
水手,迪克牛,國語,,30408,,2,
水仙,費玉清,國語,,30409,,2,
水漣漪,,國語,,30410,,2,
火化,張學友,國語,,30411,,2,
火柴天堂,熊天平,國語,,30412,,2,
火熱的心,林志穎,國語,,30413,,2,
王八蛋,,國語,,30414,,2,
[5世上只有媽媽,,國語,,30415,,3,
世間纏綿,張齺哲,國語,,30417,,2,
以為你都知道,張雨生,國語,,30419,,3,
他在屋頂唱歌,李蕙敏,國語,,30421,,3,
13仙人宀,,國語,,30423,,2,
兄弟“忙,黄品源黃品潔,國語,,30424,,2,
冬天裡的一把火,高凌風,國語,,30425,,3,
冬李到台北來看,雨孟庭葦,國語,,30426,,3,
出乎意料,山風點亻,國語,,30427,,2,
出外的人,鳳飛飛,國語,,30428,,2,
出界,鄭秀文,國語,,30429,,2,
出塞曲,張清芳,國語,,30430,,2,
出境入境,歐陽菲,國語,,30431,,2,
加速離開,中堅份,國語,,30433,,2,
包月天,胡瓜,國語,,30434,,2,
匆匆,林憶蓮,國語,,30435,,2,
半夢半醒之間,譚詠麟,國語,,30438,,3,
一點心,,國語,,30439,,2,
10卡拉永遠OOKK,譚詠麟,國語,,30440,,3,
卡門,最高音,國語,,30441,,2,
去愛,王力宏,國語,,30442,,2,
可達心裡面孫,興,國語,,30444,,3,
叫我如何不想他,,國語,,30446,,3,
只因我愛你,王傑,國語,,30448,,3,
只有自己傷心最廴,適合,國語,,30449,,3,
只珎,,國語,,30450,,2,
只要你肯對我說,陳艾湄&,國語,,30451,,3,
只要你笑一笑,,國語,,30452,,3,
只要我的愛,郭富城,國語,,30454,,3,
只匕說遺憾,趙詠華,國語,,30455,,3,
只想找到你,李克勤,國語,,30457,,3,
59只願有你,孫蠗威,國語,,30459,,2,
61台北的機場,溫兆倫,國語,,30461,,3,
四月天,劉若英,國語,,30463,,2,
64外面的世界,齊秦,國語,,30464,,3,
失咅酒,童安格,國語,,30465,,2,
36失落所有,小剛,國語,,30466,,2,
失鱶園,周治平,國語,,30467,,2,
失戀中請勿打擾,蟑螂合,國語,,30468,,3,
39失戀陣線聯盟,草蜢隊,國語,,30469,,3,
失戀萬歲,蘇慧倫莫文藯,國語,,30470,,2,
平安夜,,國語,,30471,,2,
打丁開愛,王力宏,國語,,30472,,2,
打碎心瓶,王馨平,國語,,30473,,2,
母親你在和方,顧媚,國語,,30476,,3,
永、遠不回頭,王傑,國語,,30478,,3,
永遠的微笑,,國語,,30479,,3,
永溒的戀人,張宇,國語,,30480,,3,
永遠相信愛情,王傑,國語,,30481,,3,
82甘願,彭佳慧,國語,,30482,,2,
生命是一首澎湃的,,國語,,30483,,3,
36瓧啝瓧啝,蕭亞軒,國語,,30486,,2,
白雪壞公主,曹蘭,國語,,30487,,3,
白夭,,國語,,30488,,2,
39伊人何處,鄧麗君,國語,,30489,,2,
伊田園,季蚊,國語,,30490,,2,
)1任弥左右,山風點,國語,,30491,,2,
92任性,孫燕姿,國語,,30492,,2,
任逍遙,任賢齊,國語,,30493,,2,
94企鵝,邱心儀,國語,,30494,,2,
光陰的故事,張艾嘉,國語,,30495,,3,
光陰的陷胖,陳淑樺,國語,,30496,,3,
全日愛,黎明,國語,,30497,,2,
全世界的眼淚,鄭伊健,國語,,30498,,3,
全新的自己,葉歡,國語,,30499,,3,
再一吹,揚烈,國語,,30500,,2,
02再見,黑色餅,國語,,30502,,2,
03再見,小虎隊,國語,,30503,,2,
再見一一面,李玟,國語,,30504,,2,
再見我的愛,千葉美加,國語,,30505,,3,
再見我的愛人,動力火,國語,,30506,,3,
耳相遇也許來生張,鎬哲,國語,,30508,,3,
再看我一眼,張琍敏,國語,,30509,,3,
再牽尓的手,蔡幸娟,國語,,30510,,3,
再愛一回,陳潔儀,國語,,30511,,2,
再愛一遍,游鴻明,國語,3668,30512,,1017; 1017; 1017; 2,
14再會巴原野,,國語,,30514,,3,
再聽一次,李玟,國語,,30515,,2,
16冰雨,劉德華,國語,,30516,,2,
向前衝衝,徐懷鈺,國語,,30517,,2,
合影留念,張宇,國語,,30518,,2,
19因:為有你,王力宏,國語,,30519,,2,
因為尓永遠不是,何方,國語,,30521,,3,
因為所以,葉璦菱,國語,,30522,,2,
因為愛,劉德華,國語,,30523,,2,
回心轉意,張宇,國語,,30525,,2,
回來,張信哲,國語,,30526,,2,
27回到弥身邊,劉德華,國語,,30527,,3,
28回首來古路,林子祥,國語,,30528,,3,
冖回,吳倩蓮,國語,,30529,,2,
回家的路彷弗太,張學友,國語,,30530,,3,
回答,伊雪莉,國語,,30531,,2,
地震,朱茵,國語,,30533,,2,
在世界放光芒,,國語,,30535,,3,
36在乎你小這個朋,胡瓜,國語,,30536,,3,
在我眼裡妳最特別,郭富城,國語,,30538,,3,
在每一秒裡都相,見到,國語,,30539,,3,
10在沙漠的第七,趙詠華,國語,,30540,,3,
在雨中,王海玲,國語,,30541,,2,
在秋天醒來,柯以敏,國語,,30542,,3,
在愛你的路上,優客李,國語,,30543,,3,
夕少,梁詠琪,國語,,30544,,2,
夕丿一,王傑,國語,,30545,,2,
夕忙,金素梅,國語,,30546,,2,
多情人都把靈魂,給了誰,國語,,30547,,3,
多情種,優客李,國語,,30549,,2,
夕想,張信哲,國語,,30550,,2,
多想再問問尓,潘協慶,國語,,30551,,3,
多愛一點,大合唱,國語,,30552,,2,
多射老天爺,陳小春,國語,,30553,,3,
好久沒有夢到,歐陽菲,國語,,30555,,3,
好心情,李玟,國語,,30556,,2,
好好愛一場,李碧華,國語,,30557,,3,
好希望你也在這裡,葉蘊儀,國語,,30558,,3,
59好無聊,蔡健雅,國語,,30559,,2,
好想好好,李度,國語,,30560,,2,
好想談戀愛,范曉萱,國語,,30561,,3,
她不讓我們做朋友,彭羚,國語,,30562,,3,
她以為她很美,黃舒駿,國語,,30563,,3,
她的背丿影,王傑,國語,,30565,,2,
她的媽媽不愛,陳小春,國語,,30567,,3,
如此,許美靜,國語,,30568,,2,
溫杀車站,的人,台語,,30569,,6,
如果不能到永,裘海正,國語,,30570,,3,
如果在天堂,徐華鳳對唱,國語,,30572,,3,
如果有來生,甄秀珍,國語,,30573,,3,
如果你冷,張雨生,國語,,30574,,2,
如果你沒有愛上他,邰正宵,國語,,30575,,3,
如果你是我的傳說,劉德華,國語,,30576,,3,
如果你真的在乎我,王傑,國語,,30577,,3,
如果我是男人,陶晶瑩,國語,,30578,,3,
如果星星問,林佳儀,國語,,30579,,3,
如果看到她請告訢,我,國語,,30580,,3,
如果真的不要,齊秦,國語,,30581,,3,
k口果能夠,楊烈,國語,,30582,,2,
如果還有明天,薛岳,國語,,30585,,3,
年輕輕時代代,鄭智化,國語,,30591,,2,
成功功嶺上上,大合唱,國語,,30592,,2,
成長,姜育恆,國語,,30593,,2,
收留,童安格,國語,,30594,,2,
一天我,張瓊瑤,國語,,30596,,3,
有多少愛可以重來,黃仲崑,國語,50926,30599,,3; 6101; 6101; 6101,
有我就有你,,國語,,30600,,3,
)5有時候,梁詠琪,國語,,30605,,2,
)6有話直說,動力火,國語,,30606,,2,
)7有緣相聚,孫耀威,國語,,30607,,2,
)8死不了,任賢齊,國語,,30608,,2,
)9死心眼,彭佳慧,國語,,30609,,2,
灰色的逃脱,林憶蓮,國語,,30610,,3,
11灰色雨滴,趙詠華,國語,,30611,,2,
灰姑娘,張惠妹,國語,,30612,,2,
13百年孤寂,王菲,國語,,30613,,2,
老K臉,陳小春,國語,,30614,,2,
老天請給我一秒,鄭伊健,國語,,30615,,3,
肉餅飯糰,藍心湄,國語,50898,30617,,1205; 1205; 1205; 2,
自己,李玟,國語,,30619,,2,
自己餵狗,何欣穗,國語,,30620,,2,
自由歌,張雨生,國語,,30621,,2,
自作自受,潘美辰,國語,50680,30622,,1179; 1179; 1179; 2,
自欺欺人,任潔玲,國語,,30625,,2,
至少我深愛過一次,,國語,,30626,,3,
至少選有尓,林憶蓮,國語,,30627,,3,
至少還有我,鄭伊健,國語,50155,30628,,1141; 1141; 1141; 3,
至少還有我在丷,林子祥,國語,,30629,,3,
色誡,王菲,國語,,30630,,2,
血卆的風采,甄媚,國語,,30631,,3,
住在隔壁,彭羚,國語,,30633,,2,
伴你一生,王馨平,國語,,30634,,2,
何必孤獨,巫啟賢,國語,,30635,,2,
何必旁人來說媒,,國語,,30636,,3,
何必問對與錯,于台煙薛忠銘,國語,,30637,,3,
何年何月再相逢,鄭麗絲,國語,,30638,,3,
可苦,譚詠麟,國語,,30639,,2,
佔領年輕,SOS,國語,,30640,,2,
似曾相識,張學友,國語,,30641,,2,
亻願人長久,鄧麗君,國語,,30642,,3,
你不一樣,陳慧琳,國語,,30643,,2,
你不要那樣看著,我的眼,國語,,30644,,3,
尓不・不・懂,周子寒,國語,,30645,,3,
你不該想著別人ㄨ,又想著,國語,,30647,,3,
尓什麼時候能愛我,像自,國語,,30648,,3,
你可不可以愛愛我,張真,國語,,30650,,3,
51你在他鄉,剛澤斌,國語,,30651,,2,
52弥在我心上,李蚊,國語,,30652,,3,
你在我心中最深的,地方,國語,,30653,,3,
弥有沒有一個叫做,寂寞,國語,,30655,,3,
56你快走開,蔡健雅,國語,,30656,,2,
你究竟有幾個好鮛,妹,國語,,30657,,3,
你依然在我心深處,胡瓜,國語,50156,30659,,1132; 1132; 1132; 3,
你刂痛了我的,高明駿,國語,,30660,,3,
你勺心讓我來,羅嘉良,國語,,30661,,3,
你的肩是我今生的,天,國語,,30662,,3,
33你的背包,陳奕迅,國語,,30663,,2,
你的眼淚,黃品源,國語,,30664,,2,
你的眼晴,熊天平許茹芸,國語,,30665,,2,
你的眼目主背叛你的,心,國語,,30666,,3,
弥的愁我的夢,林志炫,國語,,30667,,3,
你的溫度,蔡健雅,國語,50157,30668,,1135; 1135; 1135; 2,
你的樣子,林志炫,國語,,30670,,2,
你的寶貝,葉歡,國語,,30671,,2,
73你怎麼可以不,我堂娜,國語,,30673,,3,
74你是不愛我的,嗎高慧君,國語,,30674,,3,
你是她的,梁詠琪,國語,,30675,,2,
弥是弥我是我,王傑,國語,,30676,,3,
弥是否記得我,蔡榮祖,國語,,30677,,3,
你是我不知不覺,的傷,國語,,30678,,3,
你是我今生該等,的人,國語,,30679,,3,
弥是我心中最想,離開,國語,,30680,,3,
你是我心中最愛,的人,國語,,30681,,3,
82你是我永遠的,愁費玉清,國語,,30682,,3,
33弥是我ååSUPERMAN的SUPERMANSUPE,輙,國語,,30683,,3,
你是我的女人,劉德華,國語,,30684,,3,
你是我的男人,林憶蓮,國語,,30685,,3,
86你是我真心的,陶品瑩者雨生,國語,,30686,,3,
39弥是愛我的,李玟,國語,,30689,,3,
90你看你看月亮,臉孟庭葦,國語,,30690,,3,
你要的愛,戴佩妮,國語,50158,30692,,1141; 1141; 1141; 2,
)4弥從來不憧,堂娜,國語,,30694,,3,
你現在還好嗎,周華健,國語,,30695,,3,
你最珍貴,張學友高慧君,國語,,30697,,2,
你最無情,,國語,,30698,,2,
你曾經愛過我,,國語,,30699,,3,
你給我記住,曹蘭,國語,,30700,,3,
你愛他嗎,鍾漢良,國語,,30701,,2,
你愛我嗎,侯湘婷,國語,,30702,,2,
你愛的是我還是你,自己,國語,,30703,,3,
04你愛誰,伍思凱,國語,,30704,,2,
你會不會變,江美琪,國語,,30705,,3,
你說,黄鶯鶯,國語,,30706,,2,
你說他是你想嫁的,人,國語,,30707,,3,
你說你比較習慣一,個人,國語,,30708,,3,
09你說過,黃仲崑,國語,,30709,,2,
你懂不懂,,國語,,30710,,2,
你返記得嗎,徐懷鈺,國語,,30711,,3,
12你聽海是不是,笑孟庭葦,國語,,30712,,3,
你冫夂的樣子很中,,國語,,30713,,3,
尔讓我有感覺李,玟,國語,,30714,,3,
口5你讓我孤孤單,殷正洋,國語,,30715,,3,
兵變忙不變,SOS,國語,,30716,,3,
冷冷的心上人沈,文程,國語,,30717,,3,
冷冷的心上人柯,花珍,國語,,30718,,3,
冷空氣的獨白,,國語,,30719,,3,
冷戰,侯湘嬶,國語,,30720,,2,
別以為男人就不會,灵,國語,,30721,,3,
別再問我愛你有多,深,國語,,30723,,3,
別再傷心了好,蔡幸娟,國語,,30724,,3,
別在下雨天偷偷的,哭泣,國語,,30725,,3,
別在上課偷看我的,心,國語,,30726,,3,
27別在窗前等我,齊秦,國語,,30727,,3,
別走,庚澄慶,國語,,30729,,2,
別哭,鄭中基,國語,50383,30730,,1155; 1155; 1155; 2,
31別問我會不會,悔趙詠華,國語,,30731,,3,
32別這樣離開我,趙詠華,國語,,30732,,3,
別提你的心張,學友,國語,,30733,,3,
別愛我,鄭中基,國語,,30734,,2,
別愛陌生人林,氵容,國語,,30735,,3,
別說,郭富城,國語,,30736,,2,
刂說愛情苦劉,德華,國語,,30738,,3,
43別讓我恨你,陳潔儀,國語,,30743,,3,
44別讓情兩難,节信哲范文芳,國語,,30744,,3,
即使全世界都下著,雨,國語,,30745,,3,
君在前哨,鄧麗君,國語,,30746,,2,
告別童年,金智娟,國語,,30747,,2,
吻到心傷痛,歐陽菲,國語,,30749,,3,
吸引力,陶晶瑩,國語,,30750,,2,
吸血鬼,蟑螂合,國語,,30751,,2,
含淚的眼,陳淑樺,國語,,30752,,2,
困砂,方文琳,國語,,30753,,2,
困戈,郭淑賢,國語,,30754,,2,
妙妙妙,徐懷鈺,國語,,30756,,2,
完整,李政,國語,,30757,,2,
希望,王傑,國語,,30758,,2,
希望之鴿,趙詠華,國語,,30759,,2,
忘了,方文琳,國語,,30760,,2,
忘了我是誰,王海玲,國語,,30761,,3,
忘了時間的鐘,古巨基,國語,,30762,,3,
忘了說再見,葉蒨文,國語,,30763,,3,
忘了隱藏,劉德華,國語,3442,30764,,1009; 1009; 1009; 2,
35忘記我還是忘,他迪克牛仔,國語,,30765,,3,
忘情水,劉德華,國語,,30766,,2,
忘情忘愛,張信哲,國語,,30767,,2,
忘情森巴舜,草蜢,國語,,30768,,3,
"0,快樂",張信哲,國語,,30770,,2,
快$ßSONG,庾澄慶,國語,,30771,,2,
快樂無罪,許美靜,國語,50223,30772,,1146; 1146; 1146; 2,
丹指日,梁詠琪,國語,,30774,,2,
我不甘心,伊正,國語,,30777,,2,
我不在乎,潘美辰,國語,,30778,,2,
我不是不愛你,姜育恆,國語,,30780,,3,
我不是她,盧春如,國語,,30781,,2,
我不是故意要那麼,像他,國語,,30782,,3,
我不是最傷心的人,鍾鎮濤,國語,,30783,,3,
我不是輕易放下感,情的,國語,,30784,,3,
我不是誰,黎明,國語,,30785,,2,
我不要,徐懷鈺,國語,,30786,,2,
我不哭,高明駿,國語,,30787,,2,
我不月厶匕匕不亻小ん,葉瞹菱,國語,,30788,,3,
我不過是你的遊,戲嗎,國語,,30789,,3,
我不管,陳慧琳,國語,,30790,,2,
我不願咅,張學友,國語,,30791,,2,
我心屬於你,彭佳慧,國語,,30792,,3,
我比誰都清楚,陳曉東,國語,,30793,,3,
我比誰都愛你,,國語,,30794,,3,
我只在乎你,鄧麗君,國語,,30796,,3,
我只要一個真實的,明天,國語,,30797,,3,
我只能相信弥,阮丹青熊天平,國語,,30798,,3,
我口相夂弥一個人,巫啟賢,國語,,30799,,3,
我用什麼方式留尓,凡人,國語,,30800,,3,
我用生命愛你,王力宏柯以敏,國語,,30801,,3,
我用自己的方式喛,愛你,國語,,30802,,3,
我用深情與弥相約,黎明,國語,,30803,,3,
我在你心裡有沒有,重量,國語,,30804,,3,
05我好想他,盧巧音,國語,,30805,,2,
我沒有錢我不要臉,巫啟賢,國語,,30810,,3,
我依然愛你,許茹芸,國語,,30811,,3,
我和春天有個約會,鄺美雲,國語,,30812,,3,
我明白,劉虹嬅,國語,,30813,,2,
我的心讓弥牽,童安格,國語,,30814,,3,
我的快樂悲傷,徐世珍,國語,,30815,,3,
我的男人哭了,任潔玲,國語,,30816,,3,
我的後悔可以說紿,你聽,國語,,30817,,3,
我的翅膀,李玟,國語,,30819,,2,
我的情歌,周華健,國語,,30820,,2,
一暝聽江蕙,王俊傑,台語,56708,30821,,6112; 6112; 6; 6112,
添丁發財王,俊傑,台語,,30823,,6,
詩響起,王俊傑,台語,56711,30824,,5; 6112; 6112; 6112,
阿公呷無飽,謝金燕,台語,56712,30825,,6112; 6112; 6; 6112,
熄有一天,詹曼鈴,台語,,30826,,6,
不愛我乎'我離,詹曼鈴,台語,,30827,,7,
鈸麳,王建傑,台語,,30828,,5,
七世情,王建傑,台語,56716,30829,,5; 6112; 6112; 6112,
為珎唱這首歌,王建傑,台語,,30830,,7,
我很醜可是我很,溫柔,國語,,30831,,3,
32我怎麼可以哭,陳奕迅,國語,,30832,,3,
33我怎麼哭了,林淑容,國語,,30833,,3,
我是女生,徐懷鈺,國語,,30835,,2,
36我是夕麼想弥,口曰,國語,,30836,,3,
我是個很容易上癮,的人,國語,,30837,,3,
我是個很容易掏心,的人,國語,,30838,,3,
我是個需要很多愛,的人,國語,,30839,,3,
我是直的,張信哲,國語,,30840,,2,
我是真的付出我,的愛,國語,,30841,,3,
我要一種感覺,梁詠琪,國語,,30844,,3,
15我要你,鍾漢良,國語,,30845,,2,
16我要你的愛,TOKYO&D,國語,,30846,,3,
17我要的不多,馬兆駿,國語,,30847,,3,
我要的不是弥,亂弾,國語,,30848,,3,
我要為尓做飯,阿妹妹,國語,,30849,,3,
50我要為你歌唱,費玉清,國語,,30850,,3,
51我要烹弥歡唱,白光,國語,,30851,,3,
53我要飛上亠天,葛蘭,國語,,30853,,3,
C•008L-0們一起過,鄭中基,Unknown,,30855,,3,
我亻們渚寂寞,許茹芸,Unknown,,30860,,3,
我真的失去了尓喝,楊林,國語,,30864,,3,
我能能感戚覺覺你尓在在說説謊讃工,王傑,國語,,30865,,3,
我記得你眼裡的,依戀,國語,,30866,,3,
我情願,于台煙,國語,,30867,,2,
我淋過雨,于冠華,國語,3591,30868,,1112; 1112; 1112; 2,
我被青春撞了一下,腰,國語,,30869,,3,
70我我這個個尓你不不愛愛,人迪克牛伃,國語,,30870,,3,
我都在乎,熊天平,國語,,30871,,2,
我剩下的寂寞剛,剛好,國語,,30873,,3,
我期待,張雨生,國語,,30878,,2,
我無所謂,張惠妹,國語,,30879,,2,
我等尓,劉若英,國語,,30880,,2,
我想我是真的愛丄,上你,國語,,30882,,3,
我想我是真的愛丄,你,國語,,30883,,3,
我愛口哨,,國語,,30886,,2,
我愛中華,口日,國語,,30887,,2,
我愛弥,王傑,國語,,30888,,2,
我愛弥那麼多,蕭亞軒,國語,,30889,,3,
我愛尓愛好多,陳徳容,國語,,30890,,3,
我愛恰恰,,國語,,30891,,2,
我愛三天,肬拉庫,國語,,30892,,2,
我愛過的人我現在,還愛,國語,,30893,,3,
我會傷了尓的心,梁朝偉,國語,,30894,,3,
我該用什麼樣的心,來對,國語,,30895,,3,
我像尓,GOGOME,國語,,30899,,2,
閾熄是聽尓説葉,良俊,國語,,30900,,3,
我選好,范文芳,國語,,30901,,2,
我願是你最溫柔的,風,國語,,30903,,3,
我聽見有人叫你,寶貝,國語,,30906,,3,
)8把心給尓,姜育恆,國語,,30908,,2,
把我的真心留,弥方季惟,國語,,30909,,3,
把珎藏在歌裡面,譚詠麟,國語,,30910,,3,
11把悲傷還給悲,英嫻,國語,,30911,,3,
13把把愛愛理在在心窩窩,,國語,,30913,,3,
